"OIL_VISC FILE"
"Oil_lab_num","Viscsty_temp (C)","Viscsty_abslt (mPa-S)","Viscsty_kinmtc (mm2/S)"
"B451220-JW7352","25","2.356","2.906"
"B451220-JW7352","30","2.138","2.65"
"B451220-JW7352","40","1.777","2.223"
"B451220-JW7352","50","1.521","1.922"
"B452393-JX5649","","",""
"B452393-JX5649","","",""
"B452393-JX5649","","",""
"B452393-JX5649","","",""
"B452393-JX5649","","",""
"B452393-JX5649","","",""
"B452393-JX5651","15","2.561","3.185"
"B452393-JX5651","20","2.28","2.849"
"B452393-JX5651","25","2.07","2.6"
"B452393-JX5651","30","1.886","2.38"
"B452393-JX5651","35","1.712","2.171"
"B452393-JX5651","40","1.559","1.987"
"B452393-JX5652","15","3.951","4.794"
"B452393-JX5652","20","3.491","4.256"
"B452393-JX5652","25","3.085","3.778"
"B452393-JX5652","30","2.71","3.334"
"B452393-JX5652","35","2.477","3.062"
"B452393-JX5652","40","2.247","2.791"
"B456389-KA0961","10",".924","1.199"
"B456389-KA0961","15",".856","1.117"
"B456389-KA0961","20",".786","1.031"
"B456389-KA0961","25",".731",".964"
"B456389-KA0961","35",".633",".844"
"B456389-KA0961","45",".554",".746"
"B460618-KC7504","15","5.869","6.978"
"B460618-KC7504","20","5.04","6.018"
"B460618-KC7504","25","4.371","5.242"
"B460618-KC7504","30","3.846","4.634"
"B460618-KC7504","40","2.936","3.57"
"B460618-KC7504","50","2.426","2.977"
"B460832-KC8609","15","6.381","7.728"
"B460832-KC8609","20","5.5","6.691"
"B460832-KC8609","25","4.785","5.848"
"B460832-KC8609","30","4.178","5.13"
"B460832-KC8609","40","3.3","4.09"
"B460832-KC8609","50","2.656","3.325"
"B466702-KG4581","10",".565",".785"
"B466702-KG4581","15",".533",".745"
"B466702-KG4581","20",".504",".71"
"B466702-KG4581","25",".471",".668"
"B466702-KG4581","30",".442",".63"
"B466702-KG4581","35",".42",".602"
"B471531-KJ1886","15","4.687","5.707"
"B471531-KJ1886","20","4.098","5.012"
"B471531-KJ1886","25","3.624","4.453"
"B471531-KJ1886","30","3.199","3.95"
"B471531-KJ1886","35","2.883","3.577"
"B471531-KJ1886","40","2.593","3.232"
"B473601-KK5738","15",".579",".793"
"B473601-KK5738","20",".543",".749"
"B473601-KK5738","25",".511",".708"
"B473601-KK5738","30",".478",".667"
"B473601-KK5738","35",".454",".638"
"B473601-KK5738","40",".43",".607"
"B473601-KK5739","15",".596",".82"
"B473601-KK5739","20",".556",".77"
"B473601-KK5739","25",".524",".73"
"B473601-KK5739","30",".494",".692"
"B473601-KK5739","35",".464",".654"
"B473601-KK5739","40",".437",".619"
"B473601-KK5740","10",".566",".779"
"B473601-KK5740","15",".533",".739"
"B473601-KK5740","20",".501",".698"
"B473601-KK5740","25",".478",".671"
"B473601-KK5740","30",".455",".641"
"B473601-KK5740","35",".432",".612"
"B473601-KK5741","10",".583",".804"
"B473601-KK5741","15",".551",".764"
"B473601-KK5741","20",".522",".728"
"B473601-KK5741","25",".49",".688"
"B473601-KK5741","30",".461",".652"
"B473601-KK5741","35",".439",".624"
"B473601-KK5742","15",".58",".8"
"B473601-KK5742","20",".539",".749"
"B473601-KK5742","25",".506",".706"
"B473601-KK5742","30",".474",".666"
"B473601-KK5742","35",".445",".628"
"B473601-KK5742","40",".417",".593"
"B474285-KL1066","10",".649",".877"
"B474285-KL1066","15",".602",".818"
"B474285-KL1066","20",".555",".758"
"B474285-KL1066","25",".528",".725"
"B474285-KL1066","30",".498",".688"
"B474285-KL1066","35",".466",".649"
"B474285-KL1067","10",".585",".801"
"B474285-KL1067","15",".546",".753"
"B474285-KL1067","20",".507",".703"
"B474285-KL1067","25",".483",".674"
"B474285-KL1067","30",".457",".642"
"B474285-KL1067","35",".43",".608"
"B474285-KL1074","10",".623",".853"
"B474285-KL1074","15",".589",".811"
"B474285-KL1074","20",".558",".772"
"B474285-KL1074","25",".524",".73"
"B474285-KL1074","30",".493",".69"
"B474285-KL1074","35",".469",".661"
"B474285-KL1076","10",".59",".807"
"B474285-KL1076","15",".553",".76"
"B474285-KL1076","20",".517",".715"
"B474285-KL1076","25",".486",".675"
"B474285-KL1076","30",".456",".637"
"B474285-KL1076","35",".43",".605"
"B474285-KL1078","10",".588",".798"
"B474285-KL1078","15",".555",".758"
"B474285-KL1078","20",".526",".722"
"B474285-KL1078","25",".493",".681"
"B474285-KL1078","30",".463",".644"
"B474285-KL1078","35",".441",".616"
"B474285-KL1084","10",".597",".815"
"B474285-KL1084","15",".562",".772"
"B474285-KL1084","20",".53",".731"
"B474285-KL1084","25",".499",".692"
"B474285-KL1084","30",".469",".656"
"B474285-KL1084","35",".445",".626"
"B476338-KM4803","10",".598",".804"
"B476338-KM4803","15",".564",".762"
"B476338-KM4803","20",".53",".72"
"B476338-KM4803","25",".503",".687"
"B476338-KM4803","30",".475",".654"
"B476338-KM4803","35",".451",".624"
"B476338-KM4804","10",".613",".822"
"B476338-KM4804","15",".578",".78"
"B476338-KM4804","20",".547",".742"
"B476338-KM4804","25",".508",".694"
"B476338-KM4804","30",".475",".652"
"B476338-KM4804","35",".451",".623"
"B476338-KM4805","10",".597",".803"
"B476338-KM4805","15",".563",".761"
"B476338-KM4805","20",".528",".718"
"B476338-KM4805","25",".503",".688"
"B476338-KM4805","30",".477",".657"
"B476338-KM4805","35",".453",".626"
"B476338-KM4806","10",".61",".821"
"B476338-KM4806","15",".572",".774"
"B476338-KM4806","20",".535",".727"
"B476338-KM4806","25",".504",".69"
"B476338-KM4806","30",".475",".653"
"B476338-KM4806","35",".448",".62"
"B477827-KN1921","10",".549",".76"
"B477827-KN1921","15",".515",".716"
"B477827-KN1921","20",".48",".673"
"B477827-KN1921","25",".455",".64"
"B477827-KN1921","30",".428",".607"
"B477827-KN1921","35",".404",".577"
"B477827-KN1922","10",".525",".795"
"B477827-KN1922","15",".492",".751"
"B477827-KN1922","20",".461",".709"
"B477827-KN1922","25",".434",".672"
"B477827-KN1922","30",".407",".636"
"B477827-KN1922","35",".385",".605"
"B477827-KN1923","10",".579",".797"
"B477827-KN1923","15",".546",".757"
"B477827-KN1923","20",".516",".719"
"B477827-KN1923","25",".485",".68"
"B477827-KN1923","30",".456",".644"
"B477827-KN1923","35",".433",".615"
"B477827-KN1924","10",".512",".777"
"B477827-KN1924","15",".482",".737"
"B477827-KN1924","20",".452",".697"
"B477827-KN1924","25",".429",".666"
"B477827-KN1924","30",".406",".635"
"B477827-KN1924","35",".385",".606"
"B487471-KS8078","10",".692",".941"
"B487471-KS8078","15",".645",".883"
"B487471-KS8078","20",".599",".825"
"B487471-KS8078","25",".566",".784"
"B487471-KS8078","30",".533",".742"
"B487471-KS8078","35",".501",".702"
"B487567-KS8685","10",".643",".886"
"B487567-KS8685","15",".599",".83"
"B487567-KS8685","20",".557",".776"
"B487567-KS8685","25",".523",".732"
"B487567-KS8685","30",".489",".69"
"B487567-KS8685","35",".46",".652"
"B4A7620-LF9427","15","5.268","6.407"
"B4A7620-LF9427","20","4.565","5.577"
"B4A7620-LF9427","25","3.992","4.899"
"B4A7620-LF9427","30","3.522","4.343"
"B4A7620-LF9427","40","2.76","3.435"
"B4A7620-LF9427","50","2.274","2.859"
"B504777-LN7602","10","2.732","3.404"
"B504777-LN7602","15","2.429","3.042"
"B504777-LN7602","20","2.148","2.702"
"B504777-LN7602","25","1.973","2.495"
"B504777-LN7602","30","1.8","2.287"
"B504777-LN7602","35","1.638","2.092"
"B506349-LO6281","15","3.748","4.57"
"B506349-LO6281","20","3.325","4.074"
"B506349-LO6281","25","2.971","3.656"
"B506349-LO6281","30","2.657","3.286"
"B506349-LO6281","40","2.196","2.742"
"B506349-LO6281","50","1.83","2.307"
"B507883-LP4848","15","4.451","5.409"
"B507883-LP4848","20","3.922","4.788"
"B507883-LP4848","25","3.481","4.269"
"B507883-LP4848","30","3.089","3.807"
"B507883-LP4848","40","2.539","3.158"
"B507883-LP4848","50","2.086","2.62"
"B507883-LP4849","15","4.352","5.29"
"B507883-LP4849","20","3.855","4.708"
"B507883-LP4849","25","3.439","4.219"
"B507883-LP4849","30","3.085","3.802"
"B507883-LP4849","40","2.509","3.122"
"B507883-LP4849","50","2.11","2.652"
"B507940-LP5396","15","3.343","4.08"
"B507940-LP5396","20","2.971","3.644"
"B507940-LP5396","25","2.659","3.276"
"B507940-LP5396","30","2.384","2.951"
"B507940-LP5396","40","1.974","2.467"
"B507940-LP5396","50","1.652","2.085"
"B508444-LP8423","15","4.824","5.813"
"B508444-LP8423","20","4.246","5.139"
"B508444-LP8423","25","3.764","4.577"
"B508444-LP8423","30","3.362","4.106"
"B508444-LP8423","40","2.7","3.329"
"B508444-LP8423","50","2.26","2.812"
"B508444-LP8424","15","4.644","5.64"
"B508444-LP8424","20","4.061","4.954"
"B508444-LP8424","25","3.579","4.387"
"B508444-LP8424","30","3.137","3.863"
"B508444-LP8424","40","2.595","3.226"
"B508444-LP8424","50","2.079","2.609"
"B513471-LS3844","15","5.152","6.295"
"B513471-LS3844","20","4.533","5.565"
"B513471-LS3844","25","4.018","4.956"
"B513471-LS3844","30","3.549","4.398"
"B513471-LS3844","40","2.938","3.676"
"B513471-LS3844","50","2.384","3.012"
"B516237-LT9537","15","3.943","4.952"
"B516237-LT9537","20","3.499","4.416"
"B516237-LT9537","25","3.107","3.941"
"B516237-LT9537","30","2.744","3.497"
"B516237-LT9537","35","2.512","3.219"
"B516237-LT9537","40","2.285","2.942"
"B519682-LV8619","15",".725",".811"
"B519682-LV8619","20",".686",".77"
"B519682-LV8619","25",".647",".73"
"B519682-LV8619","30",".607",".688"
"B519682-LV8619","35",".582",".661"
"B519682-LV8619","40",".554",".633"
"B540703-MG5041","15","5.082","6.191"
"B540703-MG5041","20","4.422","5.411"
"B540703-MG5041","25","3.88","4.77"
"B540703-MG5041","30","3.412","4.214"
"B540703-MG5041","40","2.741","3.418"
"B540703-MG5041","50","2.227","2.805"
"B546710-MJ5631","15","3.442","4.207"
"B546710-MJ5631","20","2.975","3.654"
"B546710-MJ5631","25","2.598","3.205"
"B546710-MJ5631","30","2.29","2.839"
"B546710-MJ5631","40","1.788","2.238"
"B546710-MJ5631","50","1.485","1.877"
"B553939-MN4972","15","6.85","6.85"
"B553939-MN4972","20","6.038","6.057"
"B553939-MN4972","25","5.361","5.394"
"B553939-MN4972","30","4.797","4.842"
"B553939-MN4972","40","3.845","3.906"
"B553939-MN4972","50","3.237","3.309"
"B559824-MQ9996","15","4.046","4.846"
"B559824-MQ9996","20","3.557","4.279"
"B559824-MQ9996","25","3.151","3.808"
"B559824-MQ9996","30","2.822","3.425"
"B559824-MQ9996","40","2.246","2.752"
"B559824-MQ9996","50","1.896","2.345"
"B561811-MS0345","15","4.827","5.917"
"B561811-MS0345","20","4.253","5.237"
"B561811-MS0345","25","3.774","4.669"
"B561811-MS0345","30","3.373","4.193"
"B561811-MS0345","40","2.711","3.403"
"B561811-MS0345","50","2.271","2.879"
"B563247-MS8135","15","2.875","3.556"
"B563247-MS8135","20","2.603","3.235"
"B563247-MS8135","25","2.368","2.957"
"B563247-MS8135","30","2.157","2.707"
"B563247-MS8135","40","1.832","2.321"
"B563247-MS8135","50","1.569","2.008"
"B568470-MW0502","15","3.632","4.389"
"B568470-MW0502","20","3.249","3.943"
"B568470-MW0502","25","2.923","3.565"
"B568470-MW0502","30","2.652","3.25"
"B568470-MW0502","40","2.172","2.686"
"B568470-MW0502","50","1.865","2.328"
"B568470-MW0503","15","3.4","4.122"
"B568470-MW0503","20","3.017","3.674"
"B568470-MW0503","25","2.696","3.298"
"B568470-MW0503","30","2.414","2.967"
"B568470-MW0503","40","1.991","2.47"
"B568470-MW0503","50","1.665","2.086"
"B568668-MW1461","","",""
"B568668-MW1461","","",""
"B568668-MW1461","","",""
"B568668-MW1461","","",""
"B568668-MW1461","","",""
"B568668-MW1461","","",""
"B568668-MW1463","","",""
"B568668-MW1463","","",""
"B568668-MW1463","","",""
"B568668-MW1463","","",""
"B568668-MW1463","","",""
"B568668-MW1463","","",""
"B568668-MW1465","15","4.413","5.315"
"B568668-MW1465","20","3.885","4.7"
"B568668-MW1465","25","3.445","4.187"
"B568668-MW1465","30","3.054","3.729"
"B568668-MW1465","40","2.51","3.093"
"B568668-MW1465","50","2.059","2.561"
"B568668-MW1467","15","4.794","5.76"
"B568668-MW1467","20","4.193","5.061"
"B568668-MW1467","25","3.698","4.484"
"B568668-MW1467","30","3.267","3.98"
"B568668-MW1467","40","2.646","3.253"
"B568668-MW1467","50","2.165","2.687"
"B568668-MW1468","","",""
"B568668-MW1468","","",""
"B568668-MW1468","","",""
"B568668-MW1468","","",""
"B568668-MW1468","","",""
"B568668-MW1468","","",""
"B569798-MW7179","15","4.299","5.246"
"B569798-MW7179","20","3.846","4.715"
"B569798-MW7179","25","3.461","4.263"
"B569798-MW7179","30","3.142","3.888"
"B569798-MW7179","40","2.565","3.205"
"B569798-MW7179","50","2.204","2.782"
"B580318-ND1397","15","2.828","3.506"
"B580318-ND1397","20","2.539","3.162"
"B580318-ND1397","25","2.293","2.87"
"B580318-ND1397","30","2.081","2.617"
"B580318-ND1397","40","1.73","2.197"
"B580318-ND1397","50","1.481","1.9"
"B604043-NZ1591","15","3.64","4.437"
"B604043-NZ1591","20","3.237","3.965"
"B604043-NZ1591","25","2.899","3.566"
"B604043-NZ1591","30","2.602","3.216"
"B604043-NZ1591","40","2.15","2.683"
"B604043-NZ1591","50","1.804","2.273"
"B604720-NZ4823","15","4.512","5.487"
"B604720-NZ4823","20","3.955","4.832"
"B604720-NZ4823","25","3.494","4.289"
"B604720-NZ4823","30","3.09","3.81"
"B604720-NZ4823","40","2.516","3.132"
"B604720-NZ4823","50","2.059","2.588"
"B606331-OA3483","15","5.997","7.095"
"B606331-OA3483","20","5.208","6.189"
"B606331-OA3483","25","4.563","5.446"
"B606331-OA3483","30","3.982","4.773"
"B606331-OA3483","40","3.245","3.925"
"B606331-OA3483","50","2.587","3.157"
"B606331-OA3485","15","12.34","14.55"
"B606331-OA3485","20","10.26","12.15"
"B606331-OA3485","25","8.635","10.27"
"B606331-OA3485","30","7.311","8.735"
"B606331-OA3485","40","5.478","6.603"
"B606331-OA3485","50","4.22","5.134"
"B606331-OA3487","15","5.628","6.565"
"B606331-OA3487","20","4.913","5.755"
"B606331-OA3487","25","4.324","5.087"
"B606331-OA3487","30","3.804","4.494"
"B606331-OA3487","40","3.091","3.684"
"B606331-OA3487","50","2.505","3.012"
"B606331-OA3488","15","6.047","7.122"
"B606331-OA3488","20","5.224","6.18"
"B606331-OA3488","25","4.555","5.412"
"B606331-OA3488","30","4.027","4.805"
"B606331-OA3488","40","3.102","3.734"
"B606331-OA3488","50","2.577","3.13"
"B606331-OA3489","15","5.699","6.769"
"B606331-OA3489","20","4.971","5.931"
"B606331-OA3489","25","4.373","5.239"
"B606331-OA3489","30","3.851","4.635"
"B606331-OA3489","40","3.109","3.776"
"B606331-OA3489","50","2.529","3.1"
"B606331-OA3490","15","5.514","6.504"
"B606331-OA3490","20","4.821","5.711"
"B606331-OA3490","25","4.248","5.055"
"B606331-OA3490","30","3.754","4.486"
"B606331-OA3490","40","3.028","3.652"
"B606331-OA3490","50","2.48","3.017"
"B610768-OC6537","15","3.102","3.784"
"B610768-OC6537","20","2.746","3.364"
"B610768-OC6537","25","2.448","3.013"
"B610768-OC6537","30","2.197","2.717"
"B610768-OC6537","40","1.786","2.23"
"B610768-OC6537","50","1.506","1.9"
"B612603-OD4779","15","5.883","7.118"
"B612603-OD4779","20","5.092","6.189"
"B612603-OD4779","25","4.447","5.43"
"B612603-OD4779","30","3.887","4.768"
"B612603-OD4779","40","3.112","3.853"
"B612603-OD4779","50","2.501","3.127"
"B612607-OD4796","15","4.539","5.516"
"B612607-OD4796","20","3.977","4.855"
"B612607-OD4796","25","3.512","4.307"
"B612607-OD4796","30","3.107","3.828"
"B612607-OD4796","40","2.522","3.137"
"B612607-OD4796","50","2.068","2.597"
"B613284-OD8141","15","4.165","4.989"
"B613284-OD8141","20","3.649","4.39"
"B613284-OD8141","25","3.223","3.895"
"B613284-OD8141","30","2.838","3.446"
"B613284-OD8141","40","2.338","2.865"
"B613284-OD8141","50","1.894","2.343"
"B620948-OH8543","15","5.909","7.156"
"B620948-OH8543","20","5.131","6.241"
"B620948-OH8543","25","4.493","5.49"
"B620948-OH8543","30","3.953","4.853"
"B620948-OH8543","40","3.14","3.892"
"B620948-OH8543","50","2.561","3.204"
"B623163-OJ0595","15","3.555","4.439"
"B623163-OJ0595","20","3.165","3.971"
"B623163-OJ0595","25","2.836","3.575"
"B623163-OJ0595","30","2.538","3.216"
"B623163-OJ0595","40","2.12","2.713"
"B623163-OJ0595","50","1.763","2.28"
"B625570-OK1680","15",".578",".775"
"B625570-OK1680","20",".546",".735"
"B625570-OK1680","25",".516",".699"
"B625570-OK1680","30",".485",".661"
"B625570-OK1680","40",".443",".61"
"B625570-OK1680","50",".395",".552"
"B631427-ON1979","15","4.514","5.484"
"B631427-ON1979","20","3.961","4.834"
"B631427-ON1979","25","3.502","4.294"
"B631427-ON1979","30","3.105","3.825"
"B631427-ON1979","40","2.518","3.131"
"B631427-ON1979","50","2.073","2.603"
"B631427-ON1980","15","4.762","5.78"
"B631427-ON1980","20","4.154","5.066"
"B631427-ON1980","25","3.654","4.477"
"B631427-ON1980","30","3.227","3.972"
"B631427-ON1980","40","2.589","3.217"
"B631427-ON1980","50","2.123","2.664"
"B645744-OU2184","15","4.562","5.539"
"B645744-OU2184","20","4.006","4.885"
"B645744-OU2184","25","3.544","4.342"
"B645744-OU2184","30","3.141","3.866"
"B645744-OU2184","40","2.557","3.178"
"B645744-OU2184","50","2.101","2.636"
"B649990-OW6062","15","6.556","7.844"
"B649990-OW6062","20","5.532","6.648"
"B649990-OW6062","25","4.724","5.702"
"B649990-OW6062","30","4.104","4.977"
"B649990-OW6062","40","3.047","3.729"
"B649990-OW6062","50","2.479","3.063"
"B659710-PB6494","15","7.242","8.485"
"B659710-PB6494","20","6.178","7.269"
"B659710-PB6494","25","5.326","6.293"
"B659710-PB6494","30","4.605","5.465"
"B659710-PB6494","40","3.599","4.309"
"B659710-PB6494","50","2.855","3.449"
"B659710-PB6495","15","8.086","9.463"
"B659710-PB6495","20","6.746","7.928"
"B659710-PB6495","25","5.701","6.729"
"B659710-PB6495","30","4.837","5.733"
"B659710-PB6495","40","3.679","4.4"
"B659710-PB6495","50","2.843","3.431"
"B660242-PB8756","15","3.197","3.904"
"B660242-PB8756","20","2.821","3.461"
"B660242-PB8756","25","2.508","3.092"
"B660242-PB8756","30","2.218","2.747"
"B660242-PB8756","40","1.86","2.326"
"B660242-PB8756","50","1.512","1.909"
"B660929-PC2383","15","2.595","3.222"
"B660929-PC2383","20","2.249","2.806"
"B660929-PC2383","25","1.969","2.468"
"B660929-PC2383","30","1.753","2.208"
"B660929-PC2383","40","1.354","1.723"
"B660929-PC2383","50","1.144","1.47"
"B660929-PC2384","15","3.72","4.511"
"B660929-PC2384","20","3.215","3.916"
"B660929-PC2384","25","2.806","3.433"
"B660929-PC2384","30","2.485","3.055"
"B660929-PC2384","40","1.919","2.382"
"B660929-PC2384","50","1.604","2.01"
"B661514-PC5195","15","3.346","4.068"
"B661514-PC5195","20","3.003","3.668"
"B661514-PC5195","25","2.712","3.328"
"B661514-PC5195","30","2.466","3.04"
"B661514-PC5195","40","2.035","2.532"
"B661514-PC5195","50","1.751","2.201"
"B661514-PC5197","15","4.446","5.336"
"B661514-PC5197","20","3.907","4.71"
"B661514-PC5197","25","3.46","4.19"
"B661514-PC5197","30","3.068","3.733"
"B661514-PC5197","40","2.503","3.073"
"B661514-PC5197","50","2.059","2.552"
"B661530-PC5232","15","1.145","1.499"
"B661530-PC5232","20","1.062","1.397"
"B661530-PC5232","25",".988","1.307"
"B661530-PC5232","30",".919","1.223"
"B661530-PC5232","40",".809","1.088"
"B661530-PC5232","50",".714",".971"
"B686792-PR2700","15","7.396","8.937"
"B686792-PR2700","20","6.23","7.562"
"B686792-PR2700","25","5.31","6.474"
"B686792-PR2700","30","4.574","5.603"
"B686792-PR2700","40","3.448","4.264"
"B686792-PR2700","50","2.746","3.428"
"B688430-PS2948","15","5.431","6.648"
"B688430-PS2948","20","4.685","5.761"
"B688430-PS2948","25","4.08","5.041"
"B688430-PS2948","30","3.576","4.439"
"B688430-PS2948","40","2.808","3.52"
"B688430-PS2948","50","2.284","2.891"
"B688430-PS2950","15","4.959","6.048"
"B688430-PS2950","20","4.343","5.321"
"B688430-PS2950","25","3.833","4.719"
"B688430-PS2950","30","3.388","4.191"
"B688430-PS2950","40","2.749","3.433"
"B688430-PS2950","50","2.249","2.836"
"B690512-    PT4910","15","6.022","7.106"
"B690512-    PT4910","20","5.177","6.135"
"B690512-    PT4910","25","4.494","5.349"
"B690512-    PT4910","30","3.924","4.691"
"B690512-    PT4910","40","3.074","3.708"
"B690512-    PT4910","50","2.484","3.024"
"B690512-PT4912","30","14.96","17.54"
"B690512-PT4912","35","11.05","13.01"
"B690512-PT4912","40","8.308","9.824"
"B690512-PT4912","45","6.42","7.624"
"B690512-PT4912","50","5.031","6.001"
"B690512-PT4912","55","4.107","4.921"
"B690512-PT4914","15","5.107","6.091"
"B690512-PT4914","20","4.445","5.326"
"B690512-PT4914","25","3.902","4.696"
"B690512-PT4914","30","3.424","4.139"
"B690512-PT4914","40","2.776","3.387"
"B690512-PT4914","50","2.241","2.759"
"B694367-PV8844","15","5.019","6.019"
"B694367-PV8844","20","4.335","5.222"
"B694367-PV8844","25","3.822","4.624"
"B694367-PV8844","30","3.373","4.1"
"B694367-PV8844","35","3.004","3.668"
"B694367-PV8844","50","2.189","2.711"
"B6A9068-QE9344","15","2.823","3.437"
"B6A9068-QE9344","20","2.507","3.066"
"B6A9068-QE9344","25","2.242","2.754"
