"OIL_ANAL FILE"
"UWI","Area_code","Formtn_code","Pool_seq","Wa_num","Drillng_event_seq","Oil_lab_num","Sample_point_code","Test_Perf_Flag","Oil_anlyss_base_depth (m)","Oil_anlyss_top_depth (m)","Sample_date","Bsw_total","Reltv_densty (kg/m3)","Abslt_oil_densty (kg/m3)","Api_gravty","Tot_sulphr_mass_fractn","Pour_point_usb_m (C)","Distlltn_crackd (C)","Naphtha_fractn_200C","Kersn_fractn_275C","Light_gas_oil_fractn_350C","Charctrzed_factor","Invert_mud_sample","Oil_anlyss_comments","Pour_point_astm (C)","Press_recvd (kPa)","Temp_recvd (C)","Distlltn_method_type","Final_boil_point (C)","Project_code"
"200C085I094A1300","9022","5000","A","27893","00","21OF811531C","MET","","2640","1760","20210930",".008",".757","756.2","55.46",".54899","","",".63",".16",".16","12","","","-36","","","A.S.T.M. D-86","357.3","00"
"200D025H094B0900","9022","5000","A","27909","00","2330671","SEP","","4165","2283.8","20181005","",".695","693.9","72.4","0","","",".77","","","","","","","","","D86-Modified","276","00"
"100103108119W600","9021","5000","A","27998","00","9205-52136-16-3","OTH","","3790","1897","20160902","","","715.4","","","","","0","0","0","","","Total Sulphur (Not Detected) < 0.50 g/kg.","-60","","","","","00"
"200C022J094B0900","9022","5000","A","28016","00","2330689","SEP","","3951","2031.4","20181005","",".693","692.8","72.7",".0002","","","","","","","","","","","","D86-Modified","244","00"
"202D022J094B0900","9022","5000","A","28017","00","2330589","SEP","","3674","2188.3","20181004","",".681","680.4","76.4","0","","","","","","","","","","","","D86-Modified","185","00"
"102121508117W600","9021","5000","A","28041","00","9158-52136-14-3","OTH","","3825.9","2108.9","20140706",".001","","805.5","","","","","0","0","0","","","Total Sulphur (Not Detected) < 0.50 g/kg.","-42","","","","","62"
"100120408218W602","9021","5000","A","28046","02","52134-2012-2664","SEP","","3455.5","2055","20120628","0","","797.1","45.8",".00058","","","","","","","","","-36","","","","","62"
"200D057L094A1200","9022","5000","A","28056","00","2213401","SEP","","3531.15","2020","20120612","",".767","766.1","53.2",".0002","","",".45",".18",".16","","","","","","","D86-Modified","382","00"
"100131308117W602","9021","5000","A","28058","02","52134-2012-2577","PT","","3771.5","2155","20120616","0","","808.7","43.4","","","","","","","","","","-12","","","","","62"
"100061008823W600","4900","4610","A","28059","00","12OF642523A","WHD","","1657","1656.2","20120917",".012",".814","814","42.3",".0015","","85.8",".22",".19",".25","12.4","","","12","","","MOD","356.7","00"
"200B058G094G0102","9022","5000","A","28071","02","52134-2012-3440","SEP","","3720.2","2200","20120825","0","","725.4","63.5","","","268",".83",".11","0","","","","-60","","","ASTM D-86","","00"
"100033608822W600","2920","5000","","28081","00","17F198858","SEP","","1698","1693","20170323",".001",".815","814.5","42.08",".74311","","",".34",".18",".22","12","","","-21","","","A.S.T.M. D-86","357.3","00"
"100033608822W600","2920","5000","","28081","00","17F199945","PT","","1698","1693","20170327",".001",".815","814.7","42.04",".71403","","",".37",".17",".22","12.1","","BS&W performed on oil portion only.","-24","","","A.S.T.M. D-86","356.7","00"
"202B058G094G0100","9022","5000","A","28082","00","52134-2012-3711","PT","","3565","2050","20120912","0","","741.5","59.3","","","238",".84",".08","0","","","","-60","","","ASTM D86","","00"
"100032908017W602","9021","5000","A","28117","02","13OF713929B","SEP","","4243.2","2230","20130520",".006",".782","781","49.53",".00019","","",".46",".18",".15","12.3","","","-36","","","ASTM D86","357","00"
"100091008017W600","9021","5000","A","28118","00","15OF000113D","SEP","","5539","2382","20150726",".001",".768","766.9","52.84",".00614","","",".54",".19",".16","12.2","","BS&W performed on oil portion only.","-36","","","A.S.T.M. D-86","356.9","00"
"100091008017W600","9021","5000","A","28118","00","15OF003479B","SEP","","5539","2382","20150804",".001",".763","762.4","53.95",".00631","","",".55",".17",".14","12.1","","BS&W performed on oil portion only.","-9","","","A.S.T.M. D-86","356.7","00"
"100091008017W600","9021","5000","A","28118","00","15OF006827B","SEP","","5539","2382","20150813",".001",".767","766.3","52.99",".00008","","",".57",".18",".14","12.3","","","-27","","","A.S.T.M. D-86","356.5","00"
"200B054J094A1300","1260","4100","C","28172","00","14OF867119A","OTH","","2633","1467","20140719",".028",".82","819.3","41.06",".00857","","",".34",".18",".12","12","","The Distillation temperatures have been corrected to 101.3 kPa (Abs)","-24","","","A.S.T.M. D-86","356.4","03"
"200B054J094A1300","1260","4100","C","28172","00","B568668-MW1463","WHD","","2633","1467","20150806","0",".824","823","40.29",".00904","","","0","0","","","","","","","23","","0","03"
"200B054J094A1300","1260","4100","C","28172","00","B660242-PB8756","WHD","","2633","1467","20160720",".024",".82","818.8","41.17",".00845","","","0","0","","","","","","","23","","0","03"
"200A073G094G0102","9022","5000","A","28176","02","52136-2012-9293","SEP","","3865","2025","20121228","0","","755.9","55.6",".00067","","",".72",".22",".01","","","","-60","","","ASTM D-86","","00"
"100040908423W600","9022","5000","A","28180","00","52136-2012-9290","DHS","","1970","1817","20121209",".012","","785.8","48.5","","","","","","","","","","-21","","","","","00"
"100040908423W600","9022","5000","A","28180","00","52136-2012-9290-1","DHS","","1970","1817","20121222",".002","","794.8","46.4","","","","","","","","","","","","","","","00"
"102041308117W600","9021","5000","A","28187","00","12OG633811A","MET","","3866.5","2115","20120821","0",".799","798.4","45.59",".00036","","",".34",".17",".19","12.1","","","-18","","","ASTM D86","356.7","62"
"100131208117W600","9021","5000","A","28188","00","52136-2012-6525","PT","","3872.5","2193","20120821","0","","798.6","45.6",".00053","","","","","","","","","-30","","","","","62"
"100150307815W600","9021","5000","A","28189","00","13OF720323B","SEP","","4804.5","2403","20130529","0",".757","756.2","55.46",".00008","","",".68",".21",".09","12.2","","","-48","","","ASTM D86","323.5","00"
"100150307815W600","9021","5000","A","28189","00","13OF721548B","SEP","","4804.5","2403","20130602","0",".745","744.3","58.44",".00012","","",".72",".16",".1","11.9","","","-51","","","ASTM D86","318","00"
"200D017I094A1300","1260","4100","C","28193","00","B452393-JX5652","WHD","","2565","1425","20140615",".07",".825","824.2","40.04",".00969","","","0","0","","","","","","","23","","315","03"
"200D017I094A1300","1260","4100","C","28193","00","B568668-MW1468","WHD","","2565","1425","20150806","0",".839","838.4","37.11",".0106","","","0","0","","","","","","","23","","0","03"
"200D017I094A1300","1260","4100","C","28193","00","B661514-PC5197","WHD","","2565","1425","20160722","0",".834","833","38.2",".0101","","","0","0","","","","","","","23","","0","03"
"200C005I094A1300","1260","4100","C","28196","00","20OF671561B","SEP","","2325","1437","20201029",".001",".799","798","45.67",".75934","","",".44",".15",".19","12","","BS&W performed on oil portion only.","-21","","","A.S.T.M. D-86","357.1","03"
"200C005I094A1300","1260","4100","C","28196","00","20OF680113B","OTH","","2325","1437","20201118",".001",".829","828.6","39.13",".9205","","",".29",".16",".24","12","","BS&W performed on oil portion only.","-12","","","A.S.T.M. D-86","357.1","03"
"200C005I094A1300","1260","4100","C","28196","00","B448153-JU9365","OTH","","2325","1437","20140605","0",".835","833.8","38.04",".00307","","","0","0","","","","","","","23","","0","03"
"200C005I094A1300","1260","4100","C","28196","00","B568668-MW1461","OTH","","2325","1437","20150806","0",".833","831.7","38.47",".0093","","","0","0","","","","","","","23","","0","03"
"200C005I094A1300","1260","4100","C","28196","00","B661514-PC5195","OTH","","2325","1437","20160722",".662",".823","822.5","40.39",".00916","","","0","0","","","","","","","23","","0","03"
"100030308422W600","9022","5000","A","28198","00","4073-52134-12-3","OTH","","4123","2032.9","20121009","","","791.9","","","","","0","0","0","","","Total Sulphur (Not Detected) < 0.50 g/kg.","-24","","","ASTM D-86","","00"
"200C013J094A1300","1260","4100","C","28296","00","B568668-MW1467","WHD","","2750","1465","20150806","0",".833","832.1","38.39",".00967","","","0","0","","","","","","","23","","0","03"
"200C013J094A1300","1260","4100","C","28296","00","B832536-TI8125","WHD","","2750","1465","20180428",".737",".83","829.5","38.9",".88","","","","","","","","","-35","","23","","","03"
"200C013J094A1300","1260","4100","C","28296","00","B967023-WH2968","WHD","","2750","1465","20190812",".46",".836","835","37.8",".948","","","","","","","","","-35","","23","","","03"
"100032908117W602","9021","5000","A","28297","02","14O931412B","OTH","","4006","2008","20141219",".001",".805","804.1","44.32",".03704","","",".37",".17",".18","","","","-36","","","A.S.T.M. D-86","356.7","62"
"100032908117W602","9021","5000","A","28297","02","16OF130472B","SEP","","4023","1935","20160824",".001",".804","803.6","44.44",".04121","","",".33",".15",".17","12.2","","","-21","","","A.S.T.M. D-86","357.3","62"
"100032908117W602","9021","5000","A","28297","02","18OE364548H","SEP","","4023","1935","20160824",".001",".804","803.8","44.4",".04451","","",".33",".15",".17","12.1","","","-15","","","A.S.T.M. D-86","356.5","62"
"102032908117W600","9021","5000","A","28298","00","14O931412C","MET","","4063","2194","20141126",".001",".794","793.5","46.67",".02083","","",".44",".17",".18","","","","-39","","","A.S.T.M. D-86","356.8","62"
"102032908117W600","9021","5000","A","28298","00","16OF128339A","MET","","4086","2096","20160816",".001",".792","791.6","47.09",".03125","","",".37",".15",".18","12.2","","","-51","","","A.S.T.M. D-86","356.8","62"
"102032908117W600","9021","5000","A","28298","00","18OE364548A","MET","","4086","2096","20160816",".001",".798","797.5","45.77",".03244","","",".36",".16",".14","12.1","","","-27","","","A.S.T.M. D-86","356.4","62"
"102032908117W600","9021","5000","A","28298","00","19OF513425D","SEP","","4086","2096","20190829",".001",".798","797.3","45.81",".03319","","",".42",".17",".15","12.2","","","-21","","","A.S.T.M. D-86","356.7","62"
"103032908117W600","9021","5000","A","28299","00","14O931412D","OTH","","4026","2065","20141219",".001",".807","806.8","43.74",".03394","","",".38",".16",".16","","","","-24","","","A.S.T.M. D-86","356.7","62"
"103032908117W600","9021","5000","A","28299","00","16OF130472A","SEP","","4042","1949.9","20160824",".001",".802","801.6","44.88",".04227","","",".36",".15",".2","12.2","","","-33","","","A.S.T.M. D-86","357.3","62"
"103032908117W600","9021","5000","A","28299","00","18OE364548C","SEP","","4042","1949.9","20160824",".001",".808","807.7","43.54",".05235","","",".36",".16",".16","12.1","","","-15","","","A.S.T.M. D-86","356.4","62"
"103032908117W600","9021","5000","A","28299","00","19OF513425E","SEP","","4042","1949.9","20190826",".001",".802","801","45",".0443","","",".37",".17",".17","12.2","","","-30","","","A.S.T.M. D-86","356.7","62"
"200C088A094G0102","9022","5000","A","28325","02","52134-2012-3821","PT","","4136","2200","20120924","0","","709.4","67.9","","","220","","","0","","","","-60","","","ASTM D86","","00"
"200C087I094B1600","9022","5000","A","28450","00","14OG881792A","SEP","","3861.5","2261","20140827","0",".727","726.7","63.05","","","",".839",".141","0","12.2","","","-51","","","ASTM D86","268.1","00"
"100021408118W600","9021","5000","A","28456","00","15OF027556B","SEP","","4265.5","2240","20151006",".001",".765","764.3","53.48",".00904","","",".55",".16",".13","12.2","","","-66","","","A.S.T.M. D-86","356.8","00"
"102130308017W600","9021","5000","A","28481","00","14F868370","OTH","","4030","2203","20140725",".001",".745","744.4","58.43",".00012","","",".71",".16",".11","12.2","","The Distillation temperatures have been corrected to 101.3 kPa (Abs)","-51","","","A.S.T.M. D-86","356.4","00"
"102130308017W600","9021","5000","A","28481","00","14F894257","OTH","","4030","2203","20140926",".001",".74","739.4","59.7",".00009","","",".61",".15",".14","12.3","","The Distillation temperatures have been corrected to 101.3 kPa (Abs)","-51","","","A.S.T.M. D-86","357.4","00"
"102080908017W600","9021","5000","A","28482","00","14F868902","SEP","","5026.5","2421","20140728",".001",".749","748.3","57.43",".00008","","",".68",".18",".09","12.2","","The Distillation temperatures have been corrected to 101.3 kPa (Abs)","-45","","","A.S.T.M. D-86","356.6","00"
"102080908017W600","9021","5000","A","28482","00","14F871423","OTH","","5026.5","2421","20140802",".001",".739","737.8","60.11",".00002","","",".72",".15",".05","12.3","","The Distillation temperatures have been corrected to 101.3 kPa (Abs)","-51","","","A.S.T.M. D-86","356.8","00"
"102080908017W600","9021","5000","A","28482","00","14F874538","OTH","","5026.5","2421","20140811",".001","",".1","61.31","0","","",".73",".14",".1","12.2","","","-51","","","A.S.T.M. D-86","347","00"
"102080908017W600","9021","5000","A","28482","00","14F893686","OTH","","5026.5","2421","20140925",".001",".734","733.2","61.32",".00001","","",".7",".15",".11","12.2","","The Distillation temperatures have been corrected to 101.3 kPa (Abs)","-51","","","A.S.T.M. D-86","357.1","00"
"200B071F094P0200","4700","8125","E","28511","00","B7A1482-SM1936","WHD","","2577","1413","20171108",".001",".802","800.9","45",".1","","","","","","","","","-35","","23","","","00"
"100010308218W600","9021","5000","A","28531","00","6362-52136-13-2","OTH","","3213.7","2063","20130606","","","803.5","","","","","0","0","0","","","Total Sulphur (Not Detected) < 0.50 g/kg.","-27","","","ASTM D-86","","62"
"100080308218W600","9021","5000","A","28533","00","6683-52136-13-3","OTH","","3268.2","2026","20131105","","","806.9","","","","","0","0","0","","","","-42","","","ASTM D-86","","62"
"102050408218W600","9021","5000","A","28538","00","6327-52136-13-7","OTH","","3574.1","1986.5","20130519","","","798.7","","","","","0","0","0","","","Total Sulphur (Not Detected) < 0.50 g/kg.","-36","","","ASTM D-86","","62"
"202B068H093P0900","9021","5000","A","28555","00","14F907476","OTH","","5625","2652","20141026",".001",".749","748.7","57.32",".00129","","",".83",".15","0","12","","The Distillation temperatures have been corrected to 101.3 kPa (Abs)","-51","","","A.S.T.M. D-86","277","00"
"202C058H093P0900","9021","5000","A","28556","00","14F913672","OTH","","5568","2565","20141107",".001",".752","751.3","56.67",".00138","","",".87",".13","0","12","","The Distillation temperatures have been corrected to 101.3 kPa (Abs)","-51","","","A.S.T.M. D-86","274.9","00"
"200D043I094A1300","9022","5000","A","28607","00","20OF642594I","MET","","4124","1751","20200817",".001",".754","752.9","56.28",".50615","","",".73",".09",".09","12","","","-51","","","A.S.T.M. D-86","357.1","00"
"200D043I094A1300","9022","5000","A","28607","00","21OF811531H","OTH","","4124","1751","20211002",".001",".729","727.9","62.72",".48045","","",".94",".04","0","11.9","","","-36","","","A.S.T.M. D-86","223","00"
"200D043I094A1300","9022","5000","A","28607","00","9233-52136-2015-3","PT","","4124","1751","20150813",".001","","783.1","","","","","0","0","0","","","Free water (volume %) = 2","-21","","","ASTM D-86","","00"
"200A043I094A1300","9022","5000","A","28694","00","17OG261800A","SEP","","4129","1685","20170917",".001",".774","773.7","51.22",".55853","","",".49",".16",".15","12.2","","","-9","","","A.S.T.M. D-86","356.6","00"
"200A043I094A1300","9022","5000","A","28694","00","19F510838E2","MET","","4129","1685","20190825",".001",".756","755.2","55.69",".53541","","",".64",".12",".12","12.2","","","-51","","","A.S.T.M. D-86","357","00"
"200A043I094A1300","9022","5000","A","28694","00","20OF642594E","MET","","4129","1685","20200815",".001",".765","763.9","53.56",".49509","","",".66",".11",".12","12.1","","","-51","","","A.S.T.M. D-86","357.2","00"
